"Mês/Ano";"Tipo";"Tipo de Favorecido";"UF";"Nome do Favorecido";"CPF/CNPJ";"Município";"Função";"Programa Orçamentário";"Ação Orçamentária";"Linguagem Cidadã";"Valor Transferido";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL SEVERINA LIRA";"05.698.424/0001-95";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.403,99";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL DEPUTADO EDSON CANTARELLI";"05.643.864/0001-45";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.788,57";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL ANEXA CASA AMARELA";"34.345.356/0001-89";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.549,95";
"11/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE";"06.914.894/0001-01";"PETROLINA";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"640.188,00";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR SAO JUDAS TADEU";"05.928.186/0001-67";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"8.180,39";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"INSTITUTO DE MEDICINA INTEGRAL PROFESSOR FERNANDO FIGUEIRA - IMIP";"10.988.301/0001-29";"RECIFE";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"8.716.731,90";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL RESIDENCIAL NOVA PETROLINA";"27.836.405/0001-10";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.255,18";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL CARLUCIO DE SOUZA CASTANHA JUNIOR";"08.635.630/0001-44";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.260,88";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL JOAO BATISTA";"02.032.909/0001-57";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.277,44";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS";"03.146.608/0001-17";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.856,89";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA PROFESSOR AMARO MATIAS SILVA";"11.172.414/0001-14";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"7.586,46";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL MANOEL ALVES NOGUEIRA";"10.976.656/0001-06";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.402,45";
"11/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE";"09.342.856/0001-10";"GARANHUNS";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"349.818,00";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL DOM BOSCO";"02.428.744/0001-37";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.672,11";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL HILDETE LUSTOSA CANTARELLI CAVALCANTI";"18.492.807/0001-54";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.805,13";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA CRECHE MUNICIPAL E LUTANDO QUE SE CONQUISTA";"12.520.000/0001-00";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.556,42";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA SEVERINA MARIA DO CARMO";"13.839.460/0001-50";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.171,07";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL DE TEMPO INTEGRAL MONSENHOR BERNARDINO";"33.603.221/0001-03";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.303,32";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR PRESIDENTE KENNEDY";"01.996.531/0001-49";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.732,42";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL JULIA ELISA COELHO";"03.169.891/0001-00";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.674,19";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PINTOR LULA CARDOSO AYRES";"03.146.612/0001-85";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.714,55";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL ANA LEOPOLDINA DOS SANTOS";"11.200.352/0001-07";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"7.140,03";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DONA MARIA DIGNA";"05.928.469/0001-09";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.209,89";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL MARIA CLARA MACHADO";"18.229.429/0001-10";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.183,24";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL LUIZ LUA GONZAGA";"02.032.915/0001-04";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.475,16";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONS.ESCOLAR DA ESCOLA MUNICIPAL PADRE JOSE DE ANCHIETA";"02.082.908/0001-17";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.030,81";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL MENINO JESUS";"03.402.281/0001-05";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"- 1.248,01";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR CAIXA ESCOLA NOSSA SENHORA APARECIDA";"05.929.394/0001-80";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.989,91";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL NADIR COLACO";"02.428.806/0001-00";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"- 2.529,72";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"ASSOCIACAO DE PAIS E MESTRES JUSTINA FRIETAS";"11.486.910/0001-42";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.957,56";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL DONA CINOBE";"27.847.952/0001-00";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.099,90";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL DA GUABIRABA";"08.761.547/0001-11";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.002,08";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR FRANCELINO GUILHERME DE AZEVEDO";"05.928.165/0001-41";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"8.526,92";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL COMPOSITOR CAPIBA";"11.259.050/0001-04";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.002,85";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR CENTRO DE EDUCACAO LIONS CLUB";"04.921.688/0001-01";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.250,79";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL RAIMUNDA BENTA DE JESUS";"28.226.960/0001-93";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.546,33";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA CM CMEI ANA ROSA FALCAO DE CARVALHO";"38.158.433/0001-42";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.931,68";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"ASSOCIACAO DE PAIS E MESTRES CAPITAO HELENO CUMARU";"11.441.104/0001-58";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.763,46";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DO CMEI BRASILIA TEIMOSA";"12.674.922/0001-63";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.744,05";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL DANIEL BERG";"05.724.515/0001-58";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.559,27";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"3093UNIDADE EXECUTORA LEONOR FELICIDADE DA CONCEICAO";"11.486.984/0001-89";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.388,20";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR PROFESSORA IVA DO CARMO SILVA";"03.347.501/0001-37";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.986,29";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR JOSE MUCIO MONTEIRO";"05.472.137/0001-62";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.585,15";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL WALLISSON PEDRO SOUZA DE SA";"24.873.008/0001-20";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.798,66";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR FRANCISCA MARIA DA CONCEICAO";"05.928.178/0001-10";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.342,91";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROFESSORA SONIA MARIA ARAUJO SOUZA";"02.428.804/0001-11";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.339,29";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"ASSOCIACAO DE PAIS E MESTRES";"12.645.360/0001-20";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.537,01";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"ASSOCIACAO DE PAIS E MESTRE PROFESSOR MACHADINHO";"05.928.195/0001-58";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.240,70";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA DUDA UMBUZEIRO";"14.028.126/0001-89";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.601,71";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR NATALICE LIMEIRA";"05.928.498/0001-70";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.688,67";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"COOPERATIVA ESCOLAR PROFESSORA GIANETE SILVA";"01.996.530/0001-02";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.493,80";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL HENFIL";"02.036.159/0001-91";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.248,71";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL CHICO MENDES";"08.839.202/0001-33";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.950,32";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"ASSOCIACAO DE PAIS E MESTRES PROF TERESA NEUMA PEREIRA PE DROSA";"02.031.608/0001-09";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"7.748,21";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL PADRE ZEQUINHA";"10.601.536/0001-16";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.912,27";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL ENG.GUILHERME DINIZ";"02.033.085/0001-30";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.969,73";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA HELENA MARTINS GOMES";"11.357.855/0001-90";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.944,62";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"ASSOCIACAO DE PAIS E MESTRES";"01.996.524/0001-47";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"11.358,47";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL RICARDINA FERREIRA DA SILVA";"05.759.497/0001-40";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.299,70";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL ESMELINDA ROBERTA DE ARAUJO";"11.140.737/0001-26";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.429,87";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR FRANCISCO BORGES";"03.338.700/0001-89";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"8.303,32";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CAIXA EXECUTORA MANOEL VALDEVINO";"11.487.025/0001-88";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.944,62";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR JOSE CLEMENTE DE SOUZA";"03.338.547/0001-90";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.043,75";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL BEBEDOURO I";"10.816.095/0001-70";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.724,64";
"11/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE";"41.090.291/0001-33";"RECIFE";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"5.943.271,00";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOAO DE DEUS - PROINFANCIA";"18.283.351/0001-12";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.031,58";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL JOSE NUNES DE SANTANA";"01.903.882/0001-68";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.672,11";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL FRANCISCO JOAQUIM DE SOUZA";"05.778.080/0001-24";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.394,67";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"ASSOCIACAO DE PAIS E MESTRES PEDRO DE SOUZA";"02.034.443/0001-29";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.817,30";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL EDUARDO SOUZA";"01.903.617/0001-80";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.798,66";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA CRECHE MUNICIPAL SAO JOAO";"36.760.137/0001-91";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.420,55";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR GUIOMAR LYRA";"03.338.601/0001-05";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.096,28";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"ASSOCIACAO DE PAIS E MESTRES FLORA BEZERRA";"11.441.217/0001-53";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.957,56";
"11/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CARUARU";"13.454.844/0001-54";"CARUARU";"Assistência social";"SEGURANCA ALIMENTAR E NUTRICIONAL";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"555.415,00";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"ASSOCIACAO DE PAIS E MESTRES JOEL PONTES";"02.004.405/0001-23";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.209,12";
